"Ensembl","GeneName","GSM776959","GSM776960","GSM776961","GSM776962","GSM776963","GSM776964","GSM776965","GSM776966","GSM776971","GSM776972","GSM776973","GSM776974"
"ENSG00000136048","DRAM1","188","202.9","315.1","578.5","2072.6","1750.3","1292.9","2765.3","810.5","1210.3","1626.6","1410.8"
"ENSG00000120860","WASHC3","470.1","678.5","1177.4","971.9","988.1","1457.1","1556.4","1190.1","988.2","907.2","1484.5","1059.5"
"ENSG00000128602","SMO","142.5","192.4","145","153.6","70.5","43.9","98.1","60.3","102.2","152.8","74.7","109.9"
"ENSG00000011143","MKS1","128","71.7","17.4","32.3","90.5","63.8","37.9","141.8","23.9","30.9","97.3","46.9"
"ENSG00000119986","AVPI1","80.8","319.4","203.6","243","218.5","270.5","453","308","900.4","183.3","779.5","257.6"
"ENSG00000126107","HECTD3","142.7","393","113.5","96.6","130.5","163.2","329.4","156.6","137.1","321.5","200.1","291.3"
"ENSG00000144827","ABHD10","770.8","888.1","885.8","788.2","1142.9","951.6","571.1","1119.9","776.3","937","559.6","1008.2"
"ENSG00000174307","PHLDA3","156.1","189.5","173.5","294.7","364.7","289.6","356.4","469.5","332.6","561.9","478.7","473.4"
"ENSG00000177239","MAN1B1","295.2","333.8","474.2","542.7","1014.1","688.5","1121.4","1013.8","517.2","726.4","1115.3","965.9"
"ENSG00000154059","IMPACT","575.5","412.7","854.7","622.8","797.4","845.1","379.2","587","441.6","400.5","388.1","461.1"
"ENSG00000159674","SPON2","437.3","428.7","914.7","1577.8","1653.2","1609.9","1610.8","2004.6","8404.8","12994.2","2228.6","3283.2"
"ENSG00000070476","ZXDC","242.2","249.2","362.4","354.3","121.4","136","177.2","87.2","145.2","125","98.7","115.1"
"ENSG00000175895","PLEKHF2","746.4","502.8","672","578.4","270.1","269.9","463","347","203","236.5","188.1","377"
"ENSG00000188070","C11orf95","1225.4","854","863.7","1738.8","786.8","686","832.7","940.3","2731.9","1570.4","1190.5","839.1"
"ENSG00000170791","CHCHD7","940.6","820.6","1157.9","984.2","601.7","581.2","426.2","300.8","845.8","689.2","723.3","560.1"
"ENSG00000119878","CRIPT","586.2","694.5","298.9","334.7","697.4","429.3","236.3","497.9","352.3","554.4","368.5","438.6"
"ENSG00000100558","PLEK2","604.7","811.4","321.5","234.2","137.7","298.6","236.6","332.5","98.3","132.9","398.4","141.8"
"ENSG00000056050","HPF1","1499.5","1839.9","1351","1185.7","1182.8","1358.1","1070","1184.8","1081.7","1157.5","1025.7","955"
"ENSG00000196449","YRDC","1052.1","821.1","585.6","355.1","643.4","542.1","513.7","568.5","857.5","468.4","963.6","573.6"
"ENSG00000140577","CRTC3","1469.1","2180","1199.8","2727.3","1228","1346.8","2129.5","1203.5","1776.7","1625.3","1558.4","1936"
"ENSG00000165525","NEMF","1771.5","1239.3","1516.1","1198.9","1366.3","1252.6","655.1","1135.9","1148.4","1269.5","629.8","1178.4"
"ENSG00000128191","DGCR8","509.8","239.6","175.5","218.7","379.9","186.6","268.9","228.5","186.6","217.3","229","315.5"
"ENSG00000166173","LARP6","396.3","489.4","836.1","1399","1146.9","1442.8","1322.8","1133.1","656.3","1066.7","1469","1417.7"
"ENSG00000174227","PIGG","1009.6","628.8","909.4","796.6","1063.3","1408.4","1187.5","927.8","704.4","996.5","964.8","1002.6"
"ENSG00000090263","MRPS33","1331.1","2854.4","1582.6","1163.3","1629.8","1429","1022.4","1221.9","1096.1","1135.7","956.4","1223.7"
"ENSG00000273559","CWC25","412.4","272","203.5","170.6","258.7","158.7","323.3","207.9","285.8","281","202.2","243.6"
"ENSG00000276761","CWC25","412.4","272","203.5","170.6","258.7","158.7","323.3","207.9","285.8","281","202.2","243.6"
"ENSG00000183722","LHFPL6","1500.4","806.8","1665","2319.5","2448.6","2609.9","1827.8","3723.8","2690.8","2134.4","2775.4","2129.1"
"ENSG00000108352","RAPGEFL1","73.7","95.9","73.4","8.9","6.6","9.1","6","9.3","12.8","6.2","7.9","7"
"ENSG00000113812","ACTR8","287.4","231.6","227.3","340.8","299","237.2","140.6","205.4","256.8","199","199.5","191.3"
"ENSG00000143970","ASXL2","819.2","662.3","1054.3","921.5","407.6","615.4","765.5","381.7","692.5","457.8","386.6","490"
"ENSG00000135636","DYSF","269.8","229.8","289.1","431.7","234.2","120.5","242.5","168.5","299.2","208.4","206.8","345.4"
"ENSG00000122390","NAA60","213.5","236.9","132.9","163.4","189.6","152.4","311.4","254.7","243","338.8","326.4","312.8"
"ENSG00000109805","NCAPG","760.6","889.4","619.5","163.3","353.9","798.9","328","386.4","50.9","128.1","175.2","398.1"
"ENSG00000116353","MECR","168.8","127.8","170.3","163.7","214.3","255.9","188.7","364.3","272.4","312.2","276.8","361.9"
"ENSG00000174804","FZD4","229.5","236.8","281.6","459.4","115.2","129.1","116.1","97.2","135.8","236.5","98.6","135.8"
"ENSG00000136874","STX17","186.6","341.9","204","114.2","178.5","133.7","84","128.1","117.1","104.3","123.8","160"
"ENSG00000181191","PJA1","3075.5","3536.5","3506.5","2325.9","1591","1758.6","1228.6","1129.2","2404.2","1389.3","1198.9","1016.4"
"ENSG00000123728","RAP2C","1435","831.6","1070.3","971","1303.1","1337.8","798.9","1063.3","970.5","833.3","1152.1","935.4"
"ENSG00000177192","PUS1","286","463.7","187.8","142.9","258.4","313.8","356.7","332.8","356.2","247.4","415.6","217.3"
"ENSG00000130770","ATP5IF1","2770.5","3426.4","2510","2091.1","2262.7","2066.4","1909.2","2621.6","2354.6","2438.8","2556.9","2003.4"
"ENSG00000285390","ATP5IF1","2770.5","3426.4","2510","2091.1","2262.7","2066.4","1909.2","2621.6","2354.6","2438.8","2556.9","2003.4"
"ENSG00000163156","SCNM1","312.4","481.5","540.9","839.7","600.8","756.6","626.1","527.2","951.1","908.4","884.3","868.3"
"ENSG00000197548","ATG7","212.7","398.9","128","131.1","219.5","231.8","154.8","311.1","260.6","227.5","258.1","289.1"
"ENSG00000113597","TRAPPC13","487.6","224.9","416.3","328.4","254.9","339.3","231.2","233.8","378.7","229.7","140.3","289"
"ENSG00000092096","SLC22A17","174.4","149","278","342.4","151.1","106.9","110.8","171","161.8","249.8","199.7","128.8"
"ENSG00000141179","PCTP","469.9","1361.7","913","720.2","247.9","319.5","211.9","270.1","257.1","320.2","138.1","251.8"
"ENSG00000189334","S100A14","1152.1","2622.8","911.2","193.2","21.4","2","24","52.1","35.3","24.1","42.1","34.9"
"ENSG00000132688","NES","506","503.8","806.3","1465.3","804.5","753.3","580.2","455.9","1164.8","873.6","881.4","1181.8"
"ENSG00000160948","VPS28","1020.6","1988.3","1668","2289.9","1453.7","2316","1804.7","1424.3","2015.7","1857.6","3650.2","2126.2"
"ENSG00000285339","VPS28","1020.6","1988.3","1668","2289.9","1453.7","2316","1804.7","1424.3","2015.7","1857.6","3650.2","2126.2"
"ENSG00000242028","HYPK","714.7","1093.6","615.6","1037.4","1017.5","521.8","866.9","1466.9","1481.1","1113.9","1526.6","1196.1"
"ENSG00000128228","SDF2L1","68.5","70.9","132.5","209.1","268.5","332.9","220.1","310.4","321.9","314.4","458.9","199.5"
"ENSG00000163798","SLC4A1AP","304.1","392.2","452.5","495.3","307.1","400.4","392.3","378","388.4","378.7","358.5","338.5"
"ENSG00000232060","SLC4A1APP1","304.1","392.2","452.5","495.3","307.1","400.4","392.3","378","388.4","378.7","358.5","338.5"
"ENSG00000117569","PTBP2","643.4","448.5","552.8","396.2","312.8","217.4","210.8","225.2","176","322.1","195.2","253.8"
"ENSG00000171492","LRRC8D","1054.6","1689.9","539.3","613.7","630.5","512.2","495.8","742.7","308.7","729.1","323.8","554.3"
"ENSG00000123415","SMUG1","144.1","151.3","145.6","170","164.3","138.2","158","101.9","222.2","238.2","107.3","310.2"
"ENSG00000007384","RHBDF1","263.5","206.5","175.5","216.1","392.6","341.6","383.5","377.7","395.4","356.4","433","483.8"
"ENSG00000173702","MUC13","30.5","74.4","46.7","77","45.1","21.5","27.2","33.1","19.9","54.4","10.5","39.8"
"ENSG00000149476","TKFC","74.2","56.8","72.2","167.2","75.9","34.9","55.5","110.6","111.2","117.2","104.3","96.6"
"ENSG00000183161","FANCF","592.1","540.6","437.9","394.8","280.7","370.3","149.8","275.1","169.8","384.3","59.6","210.4"
"ENSG00000147642","SYBU","473.4","454.8","580.9","638.3","604.3","149","367.2","323.2","112.7","43.5","148.6","276.8"
"ENSG00000099282","TSPAN15","56.7","135.6","60.9","83.9","67","60.7","12.5","78.5","42.6","39.9","30.8","118.2"
"ENSG00000126947","ARMCX1","1708.6","1599.9","2697.7","3131","2324.8","3004.8","1696.8","2805.3","3715.9","2819.6","1404.4","2089.2"
"ENSG00000178896","EXOSC4","262.1","423.6","296.8","372.4","322.1","223.4","283.6","241.5","551.6","425.6","412.8","570.2"
"ENSG00000284200","MIR6847","262.1","423.6","296.8","372.4","322.1","223.4","283.6","241.5","551.6","425.6","412.8","570.2"
"ENSG00000172071","EIF2AK3","742","293.8","626.1","535.2","603.5","417.7","753.7","714.4","1049.2","534.5","334","412.2"
"ENSG00000213672","NCKIPSD","211.6","345.6","220.7","247.1","260.1","260","241.1","222.5","160","255.3","195.5","211.6"
"ENSG00000149089","APIP","1178","1045.6","990.9","863.5","1424.4","1136.5","1201.5","1257.6","814.1","998.2","806.2","1080.3"
"ENSG00000225531","AL807761.2","1178","1045.6","990.9","863.5","1424.4","1136.5","1201.5","1257.6","814.1","998.2","806.2","1080.3"
"ENSG00000117280","RAB29","355.8","351.5","520","648.3","562.6","1212.9","705.2","600.5","655.2","1067.5","257.4","695.4"
"ENSG00000147592","LACTB2","348.4","242","264.2","164.3","255.6","203.3","174.9","241.6","236.6","151.3","144","241.3"
"ENSG00000269547","AC011455.2","148.2","194.2","98.1","161.9","162.1","110.8","156.3","127.1","115.3","146.3","195.8","183.1"
"ENSG00000282835","AC011455.3","148.2","194.2","98.1","161.9","162.1","110.8","156.3","127.1","115.3","146.3","195.8","183.1"
"ENSG00000104835","SARS2","148.2","194.2","98.1","161.9","162.1","110.8","156.3","127.1","115.3","146.3","195.8","183.1"
"ENSG00000283104","SARS2","148.2","194.2","98.1","161.9","162.1","110.8","156.3","127.1","115.3","146.3","195.8","183.1"
"ENSG00000121542","SEC22A","250.2","230.1","217.7","299.9","347.5","660.6","312.2","255.2","399.2","272.3","481.2","286.1"
"ENSG00000108375","RNF43","336.1","334.2","100.5","3.8","23.5","5.3","7.3","8.3","5.3","4.3","4.2","8.2"
"ENSG00000064652","SNX24","321.3","305.8","160.9","118.3","435.3","196","175","312.8","80.5","138.2","149.1","196.5"
"ENSG00000155324","GRAMD2B","453.7","730.9","593.8","830.3","1349.9","1738.1","1541.4","1720","603.1","859.7","1578.3","1302.7"
"ENSG00000167685","ZNF444","19.8","123.5","12.7","89.3","11.6","91.7","38.3","37.8","63.8","96.6","154.5","120.2"
"ENSG00000132661","NXT1","424.8","883","901","697.7","304.7","542.4","890.5","369.5","1080.7","408.6","1244","322.3"
"ENSG00000101052","IFT52","726.6","819.2","1016.2","1321.3","900.9","1208.5","832.4","695.3","1078.5","838.1","1007.4","989.4"
"ENSG00000018699","TTC27","1108.3","1112.6","1010.3","598.6","887.6","916.9","785.1","859.4","527.7","563.7","711","780.6"
"ENSG00000168497","CAVIN2","50.8","23.1","28.1","18.5","37.4","15.2","30.5","6.1","3.1","25.6","52.9","31.2"
"ENSG00000116922","C1orf109","306.3","195.4","423.2","290.1","214.1","216.3","182.4","256.5","357.8","303.1","102.8","232.5"
"ENSG00000128915","ICE2","483.1","477.4","566.8","504.5","420.6","558.2","433.5","337.4","318.6","329.3","270.2","358.6"
"ENSG00000156858","PRR14","131.7","186.8","130.5","164.1","65.3","111.1","259.1","117.4","154.9","242.7","257.9","154.4"
"ENSG00000108651","UTP6","987.7","1916.9","1612.2","598.2","1129.7","1491.6","1786.9","1109","1231.8","1599.3","666.1","1137.6"
"ENSG00000135297","MTO1","530.6","477.7","545.6","467.6","602.6","941.1","577.8","546.9","380","465.3","359.2","584.8"
"ENSG00000090530","P3H2","122.1","175.7","674.2","712.9","202.1","376.7","188.2","342.7","5.5","50.2","460.9","101.4"
"ENSG00000145431","PDGFC","2953.8","787.2","786.6","1918.9","6792.5","4664.8","3397","7149.4","4741.1","7042.1","4555","5555.2"
"ENSG00000181938","GINS3","215.2","337.1","160.7","118","124","84.6","142","102.3","59.7","70.5","56","101"
"ENSG00000174938","SEZ6L2","57.2","18.7","29.6","101","7.2","2.7","38.9","6.5","36.7","63.3","27.6","29.4"
"ENSG00000157181","ODR4","448.2","387.1","565.6","233.9","278.1","403.3","363.9","243.4","435.7","323.6","413.8","236.6"
"ENSG00000164051","CCDC51","619.8","716.3","653.5","600.8","527.7","634.1","421","547.9","489.3","619.4","252.4","520.2"
"ENSG00000102760","RGCC","959.3","1088.1","2251.5","3048.7","1281.3","2958.9","2440.6","1143.4","2928.4","1063.2","4931.5","417"
"ENSG00000177542","SLC25A22","265.4","177.2","208.8","185.4","235.3","61.1","235.3","411","128.3","184","257.1","211.1"
"ENSG00000123485","HJURP","315","352.3","217.1","68.5","112.9","147.4","110.8","144.5","12.2","71.7","60.8","187.1"
"ENSG00000103042","SLC38A7","108.3","29.3","49","89.1","241.5","155.4","272","269","233.2","374.6","207.1","413"
"ENSG00000143771","CNIH4","1257.6","1089.1","1309.3","1122.5","1394.5","1490.3","1431.4","1198.9","1821.8","1257","1811.8","1242.3"
"ENSG00000079257","LXN","359.5","380.5","1285.5","428.4","157.3","216.1","184.6","64.6","59.2","29.4","192","82.2"
"ENSG00000106809","OGN","26.3","43.3","20.8","58.3","39.2","1.7","1.7","9.8","176.9","2","189.6","14.7"
"ENSG00000179403","VWA1","40","166.1","186","204","10.2","9.9","7.5","49.6","29.4","15.2","18.4","9.2"
"ENSG00000141378","PTRH2","843.6","1173.4","1038.3","872.6","699.5","1254.9","877.7","634.3","1990","1242.5","1902.7","853.1"
"ENSG00000174579","MSL2","459.5","238.5","175.3","138.1","103.8","45.1","85","200.7","86.1","72.3","92.6","136.8"
"ENSG00000110583","NAA40","138.9","158.9","81","81.7","94.6","55.1","94","94.2","65","130.8","134.5","140.8"
"ENSG00000198131","ZNF544","718.9","679.9","451.2","374.7","311.9","483.1","427.4","443.8","540.5","510.1","515","379.7"
"ENSG00000099260","PALMD","2067.7","2220.2","1440.9","478.7","34.4","157.9","26.1","23.9","23.1","51.9","71.8","80.6"
"ENSG00000139697","SBNO1","186.6","214.1","161.9","103.9","200.2","174.1","212.1","266.4","96.7","189.3","141","212.2"
"ENSG00000134758","RNF138","2105.8","1211.7","1096.8","759.7","867.5","784.1","995","969.5","942.6","668.3","702.4","771.5"
"ENSG00000108465","CDK5RAP3","554.5","1383.6","872.4","992.8","673.9","847.1","617.2","1162.5","949.2","1009.7","886.8","1113.6"
"ENSG00000100162","CENPM","206.7","233.5","248.7","9.6","125","275.4","239.2","207.2","13.2","48.4","149.5","137.1"
"ENSG00000103245","NARFL","102.1","92.9","127.8","108.5","108.5","163.5","158.8","107.2","93.8","144.5","252.6","179.6"
"ENSG00000176108","CHMP6","220.3","248.9","209.1","176.1","401","208.2","209.1","376.6","270.4","345.3","384.9","306"
"ENSG00000165912","PACSIN3","15.7","40.2","65.6","135.8","97.5","56.4","52.8","49.6","163.7","110.3","117","59.3"
"ENSG00000064545","TMEM161A","151.1","154.6","263","213.7","61.9","168","289.2","135.1","255.6","237.7","344.4","285.8"
"ENSG00000139192","TAPBPL","138.3","112.1","111.9","205.2","171.2","233","121.8","240.9","320.5","156.3","456.8","146"
"ENSG00000180673","EXOC5P1","44.3","43.8","20.3","2.9","102","79.7","94.2","117","50","61.5","7.6","101.7"
"ENSG00000070367","EXOC5","44.3","43.8","20.3","2.9","102","79.7","94.2","117","50","61.5","7.6","101.7"
"ENSG00000089060","SLC8B1","129.3","116.5","195.3","136.6","71","99.6","187","152","146.5","158.7","112","147.2"
"ENSG00000166012","TAF1D","727.5","560.7","344.5","313.8","191.6","158.9","223.7","248.5","325","136.2","316","251.9"
"ENSG00000202314","SNORD6","727.5","560.7","344.5","313.8","191.6","158.9","223.7","248.5","325","136.2","316","251.9"
"ENSG00000207112","SNORA25","727.5","560.7","344.5","313.8","191.6","158.9","223.7","248.5","325","136.2","316","251.9"
"ENSG00000206799","SNORA32","727.5","560.7","344.5","313.8","191.6","158.9","223.7","248.5","325","136.2","316","251.9"
"ENSG00000109670","FBXW7","790.7","831.4","231.8","164.7","177.6","170.9","172.1","315.6","163","309.3","156.3","259.6"
"ENSG00000100319","ZMAT5","23.9","61.8","130.9","141","77.4","116.4","90.1","111.6","190.8","131.8","176","122.9"
"ENSG00000158156","XKR8","178.7","233.5","236.7","276.5","268.2","366.8","346.6","165.1","349.6","340.3","222.6","261.8"
"ENSG00000162408","NOL9","542.2","707.5","705.5","609.3","473.3","883.6","801.9","537.6","516.7","514.1","370.9","523.9"
"ENSG00000112984","KIF20A","659.6","677.9","328.4","142.8","485","830.4","401.4","598.7","2.6","166","227","551.3"
"ENSG00000278535","DHRS11","127.8","145.6","48.7","80.1","50.3","23.5","57.5","72.2","50","27","78.5","83.8"
"ENSG00000275397","DHRS11","127.8","145.6","48.7","80.1","50.3","23.5","57.5","72.2","50","27","78.5","83.8"
"ENSG00000125351","UPF3B","1568.1","1691.2","1399.7","873.6","566.3","661.3","301.3","524.8","478.1","659.1","184.4","497.6"
"ENSG00000160214","RRP1","339.9","245.2","283.7","189.8","156.3","121.4","175.3","288.6","232.5","247.3","241.2","194.3"
"ENSG00000004975","DVL2","120","42.7","131.5","14.5","71.2","9.5","137","120.7","86.9","177.1","54.3","93.7"
"ENSG00000119723","COQ6","78","169.9","212","172.4","101.8","138.1","232","193.6","146.3","145.3","124.3","193.2"
"ENSG00000157450","RNF111","1207.1","1018.9","1339.8","874.6","1132.1","1147.6","1028.8","1005.4","1218.5","1334.4","956.5","1205.7"
"ENSG00000105732","ZNF574","144.6","7.5","135.4","116","123.2","102.5","97.7","155.8","112.9","132.4","213.2","137.7"
"ENSG00000168818","STX18","902.2","695.7","1596.5","945.9","1234.3","913.8","1129.8","1088.6","1145.5","1257","1394.8","1439.3"
"ENSG00000149577","SIDT2","144.4","336.2","191.4","359.6","406.6","451.3","433.4","380.9","136.7","252.7","249.1","599.9"
"ENSG00000116874","WARS2","129.2","177.5","147.5","67.6","46.2","112.5","141.6","126.1","136.5","112.3","92.9","108.6"
"ENSG00000280706","REXO4","242.6","225.4","235.5","336.5","385.3","345.3","266.3","519.1","274.4","450.2","264.4","330.5"
"ENSG00000148300","REXO4","242.6","225.4","235.5","336.5","385.3","345.3","266.3","519.1","274.4","450.2","264.4","330.5"
"ENSG00000111581","NUP107","2885.5","2117.6","1611.5","1104.4","1481.1","1544.2","1205.4","1339.8","897.1","1092.4","478.6","1221.2"
"ENSG00000164331","ANKRA2","725.3","570.1","828.6","529","727.9","399.3","585.7","457.7","395.4","476.5","263.9","506.5"
"ENSG00000121775","TMEM39B","107.9","234.6","230.1","244.7","195.6","226.9","213.3","139.9","345.5","235.3","271.1","186.3"
"ENSG00000157881","PANK4","340","206.5","267.3","276.2","249.5","220","270.4","437.6","275","321.6","298.4","423.4"
"ENSG00000273494","PANK4","340","206.5","267.3","276.2","249.5","220","270.4","437.6","275","321.6","298.4","423.4"
"ENSG00000095209","TMEM38B","466.2","265.4","230.3","218.3","275.2","242","164.2","507.8","620.7","330.7","91.4","244.6"
"ENSG00000148450","MSRB2","721.4","945.7","1787.6","2285.3","1253.2","1875.9","1825.2","1382.1","1900.4","1267.7","2691.3","1173.4"
"ENSG00000110063","DCPS","341.5","467.2","342.1","312.8","331.8","469.8","365.6","345.5","298.6","314.5","404.6","310.1"
"ENSG00000151718","WWC2","229.7","198.4","153","168.2","355.3","290","426","300.3","271.9","337.9","553.9","326"
"ENSG00000166946","CCNDBP1","166","276.3","128.6","363.5","365.5","293.3","222.1","272.4","164.6","159.2","230.7","326.8"
"ENSG00000137842","TMEM62","166","276.3","128.6","363.5","365.5","293.3","222.1","272.4","164.6","159.2","230.7","326.8"
"ENSG00000168476","REEP4","325.2","312","230.3","244.2","293.3","240.9","349.9","345.9","174","146.7","189.2","334.8"
"ENSG00000131037","EPS8L1","125","79","29.6","34.7","6.7","45.5","16.3","28.8","38.1","34","51.5","18.7"
"ENSG00000095066","HOOK2","121.7","107.7","61.1","93.4","96.4","117.5","87.9","62.6","64.8","81.1","87.3","144.7"
"ENSG00000163029","SMC6","884.7","623.2","467.3","482","752.3","566.1","598","592","543.3","446.1","336.5","565.2"
"ENSG00000156802","ATAD2","442.8","438.3","218.1","64.2","104.8","83.9","139.1","99.7","17.9","50","10.4","76.7"
